id,title,amount,category,date,description,predicted_category,confidence_score,is_user_corrected,source
kaggle_283,Fall analysis.,683.74,Transport,2020-12-23,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_284,Firm financial.,1705.01,Utilities,2020-12-23,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_285,List already positive experience television.,1908.74,Shopping,2020-12-24,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_286,Event son join hundred.,1746.04,Other,2020-12-25,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_288,Song risk bad.,1994.88,Transport,2020-12-28,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_289,Family bill foreign fast knowledge.,1956.89,Shopping,2020-12-30,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_290,Ready goal amount.,892.92,Utilities,2020-12-31,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_291,Your ever woman way avoid.,101.52,Food,2021-01-01,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_292,Message seek civil all.,723.34,Transport,2021-01-06,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_293,Call door.,1067.02,Entertainment,2021-01-06,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_294,Him note painting quickly.,348.27,Utilities,2021-01-08,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_296,Economic box save.,472.06,Utilities,2021-01-10,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_297,Hit no energy employee land.,518.1,Other,2021-01-11,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_299,Specific whose.,156.99,Utilities,2021-01-13,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_300,Remember nearly face feel.,1281.49,Transport,2021-01-13,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_301,Soldier meeting building.,919.1,Transport,2021-01-14,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_302,Door management guess.,1708.14,Shopping,2021-01-14,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_304,Huge response long.,53.66,Transport,2021-01-15,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_305,Statement available win politics.,556.22,Shopping,2021-01-17,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_306,Quite general there sister.,1822.13,Food,2021-01-17,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_307,Item treat area.,1553.72,Transport,2021-01-19,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_308,Check clearly follow remember generation.,445.82,Other,2021-01-20,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_310,By field move.,624.78,Food,2021-01-26,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_311,Option oil commercial.,1467.4,Other,2021-01-27,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_313,Short indicate police.,409.58,Utilities,2021-01-27,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_314,Nation politics few each southern.,1066.4,Other,2021-01-27,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_315,Law read citizen.,521.37,Utilities,2021-01-29,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_316,Less future century technology.,1935.09,Other,2021-02-02,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_317,Wish candidate have no.,1610.42,Other,2021-02-05,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_318,Letter environment easy.,290.11,Utilities,2021-02-05,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_319,Face his.,1934.87,Shopping,2021-02-08,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_320,While total spend.,189.7,Other,2021-02-08,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_321,Couple city you level.,1077.78,Transport,2021-02-09,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_322,Age war measure whom.,1173.27,Transport,2021-02-09,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_323,Good anything manager think pressure.,225.61,Other,2021-02-11,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_324,Mr suggest issue.,1242.9,Food,2021-02-11,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_325,Shake hand hundred now.,1831.36,Other,2021-02-13,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_326,Network available mean share.,1274.45,Utilities,2021-02-16,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_327,Quite budget window hour some.,1301.99,Transport,2021-02-18,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_329,Case four.,241.08,Other,2021-02-20,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_330,Lead paper middle foreign party.,783.41,Utilities,2021-02-21,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_331,Wrong school federal from.,1178.81,Shopping,2021-02-23,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_332,Majority none little admit former.,1313.29,Shopping,2021-02-24,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_333,On someone rise read.,1878.72,Shopping,2021-02-27,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_334,Listen whose situation simply officer.,442.37,Other,2021-02-28,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_335,Lose modern return simple herself.,1712.35,Entertainment,2021-03-02,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_337,Kid industry.,130.49,Other,2021-03-02,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_338,Improve simple turn.,1898.53,Utilities,2021-03-04,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_339,Million night your.,1328.91,Utilities,2021-03-05,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_340,Heavy what least mouth national.,110.65,Food,2021-03-05,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_341,Machine whatever everything fear walk.,1576.09,Utilities,2021-03-07,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_342,Relate real major.,1176.9,Entertainment,2021-03-07,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_343,Night various return explain.,663.83,Entertainment,2021-03-08,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_345,Explain research.,1975.18,Utilities,2021-03-09,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_346,Pretty section degree still.,228.75,Utilities,2021-03-10,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_347,Receive case past only drug.,39.57,Utilities,2021-03-12,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_348,Point appear including.,1181.82,Entertainment,2021-03-15,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_352,Present discussion.,1031.34,Other,2021-03-17,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_354,Small control see the.,921.5,Transport,2021-03-18,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_355,Across nothing.,1997.19,Food,2021-03-19,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_356,Expect writer myself management.,1375.33,Shopping,2021-03-20,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_357,Life cover both class.,156.25,Other,2021-03-21,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_360,Foreign husband believe word local.,912.89,Transport,2021-03-22,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_361,End dog.,1588.26,Utilities,2021-03-23,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_363,Property let.,833.49,Entertainment,2021-03-24,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_364,Rather type thousand show.,837.82,Shopping,2021-03-25,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_366,Lawyer writer health.,1907.65,Other,2021-03-27,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_367,Serious soon stay seven.,143.6,Other,2021-03-28,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_368,Land region back nor article.,869.43,Utilities,2021-03-29,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_369,Dark mr clearly take.,1625.42,Other,2021-03-30,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_370,Quite response.,1343.33,Other,2021-04-01,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_371,Together knowledge.,1737.5,Shopping,2021-04-02,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_372,Car indeed nor next.,1204.82,Transport,2021-04-03,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_373,How staff.,317.91,Entertainment,2021-04-03,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_374,Authority interest red must art.,706.73,Utilities,2021-04-03,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_375,All important shoulder she.,1527.59,Utilities,2021-04-08,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_376,Year him thank trade.,1691.86,Shopping,2021-04-08,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_377,Radio product.,1221.9,Food,2021-04-09,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_378,President girl condition.,67.62,Transport,2021-04-11,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_379,More road development about.,1843.86,Transport,2021-04-11,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_380,Leg rest interest.,1741.03,Utilities,2021-04-12,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_381,Easy get every.,148.47,Shopping,2021-04-13,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_382,Special information.,192.6,Food,2021-04-18,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_383,Deal beyond almost.,845.47,Shopping,2021-04-19,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_384,Scientist i doctor.,630.16,Other,2021-04-19,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_385,Cell year.,1767.85,Utilities,2021-04-19,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_387,Determine feel article we they.,976.47,Shopping,2021-04-21,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_388,Quickly new another general poor.,438.98,Transport,2021-04-23,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_389,Five indicate chance heavy senior.,865.53,Other,2021-04-23,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_390,Support feeling remain.,1058.6,Other,2021-04-24,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_391,None whose.,796.57,Entertainment,2021-04-27,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_392,Care drug data position two.,416.8,Food,2021-04-27,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_393,Movie stop.,1530.68,Utilities,2021-04-27,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_394,Help painting always.,25.38,Utilities,2021-04-30,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_395,Source onto provide.,267.08,Utilities,2021-05-02,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_396,Decade trade field training.,1005.52,Entertainment,2021-05-04,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_397,While bring yourself.,153.43,Other,2021-05-04,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_398,Receive region however.,878.08,Food,2021-05-06,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_399,Focus executive letter possible final.,1725.6,Utilities,2021-05-07,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_400,Third letter sort reveal seven.,1421.9,Shopping,2021-05-07,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_401,Have including none.,816.01,Utilities,2021-05-07,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_402,Administration network once.,1604.63,Utilities,2021-05-10,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_403,Charge form here.,185.38,Other,2021-05-11,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_404,Nearly want front shake.,877.0,Entertainment,2021-05-11,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_405,Leave run goal cause.,797.58,Utilities,2021-05-12,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_406,Contain threat wrong whatever.,450.93,Other,2021-05-14,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_407,Stuff avoid.,1025.86,Utilities,2021-05-14,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_409,Religious across.,480.18,Utilities,2021-05-17,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_411,Administration mother in admit.,362.52,Utilities,2021-05-22,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_412,Within admit spend purpose south.,933.27,Other,2021-05-23,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_413,Truth modern.,1365.46,Other,2021-05-24,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_414,People education great.,1729.85,Other,2021-05-24,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_415,Health image.,885.13,Utilities,2021-05-24,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_416,Wrong difficult range.,1594.7,Transport,2021-05-25,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_417,Behavior here.,1019.6,Other,2021-05-25,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_418,Argue act commercial matter.,84.84,Other,2021-05-27,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_419,Not teach believe month.,162.69,Transport,2021-05-27,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_420,Deep test thought.,1233.87,Utilities,2021-05-29,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_421,Another avoid understand.,1164.86,Other,2021-05-30,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_422,Probably conference sure administration debate.,904.97,Food,2021-05-31,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_423,Up federal nor note.,649.84,Entertainment,2021-05-31,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_424,Forward sense cause write right.,1915.87,Utilities,2021-06-02,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_425,Approach join stuff future.,1964.95,Other,2021-06-02,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_427,Wait it quickly produce beat.,1982.06,Other,2021-06-06,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_428,Require bank child.,734.16,Utilities,2021-06-06,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_429,First blood accept final.,823.45,Shopping,2021-06-06,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_430,Bill beautiful issue.,1580.56,Food,2021-06-09,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_431,Mention billion bed never others.,666.08,Utilities,2021-06-11,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_432,Activity including single right.,575.45,Shopping,2021-06-11,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_433,Occur college herself.,673.39,Utilities,2021-06-14,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_434,Feeling manage as.,1834.33,Utilities,2021-06-15,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_435,Inside machine baby.,266.61,Shopping,2021-06-16,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_436,Result many pattern.,626.07,Utilities,2021-06-20,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_437,Career according.,1628.24,Other,2021-06-20,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_438,Success here television key.,1295.59,Utilities,2021-06-22,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_439,Carry fly water cut fire.,46.28,Other,2021-06-23,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_440,Fact reason make office.,690.05,Entertainment,2021-06-24,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_441,Heavy staff hotel box.,460.82,Entertainment,2021-06-26,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_443,Well left.,1020.3,Utilities,2021-06-28,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_444,Something story attorney summer.,1327.24,Food,2021-06-28,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_445,Cause field education child.,1198.52,Utilities,2021-06-28,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_447,Myself so growth time.,827.61,Food,2021-06-29,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_448,Point be shoulder price great.,1939.48,Entertainment,2021-07-04,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_449,Worker quality hundred sell whole.,475.67,Other,2021-07-04,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_450,Action else.,1808.91,Other,2021-07-04,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_452,General agency bit.,1010.78,Shopping,2021-07-07,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_453,Break wait.,1635.61,Utilities,2021-07-09,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_454,Find lay deal lot.,1747.27,Utilities,2021-07-09,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_456,Feel special.,1425.69,Utilities,2021-07-10,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_457,Support possible.,577.28,Utilities,2021-07-11,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_458,Might necessary former.,904.15,Transport,2021-07-11,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_459,Discussion if continue policy.,192.51,Shopping,2021-07-11,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_460,Ahead pass culture or.,1770.41,Other,2021-07-12,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_461,Relate day.,115.98,Shopping,2021-07-13,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_462,Big the cost for leader.,778.47,Entertainment,2021-07-14,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_464,Girl suddenly.,1679.96,Utilities,2021-07-19,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_465,Try opportunity public.,283.82,Utilities,2021-07-19,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_466,Draw bring health.,1395.18,Other,2021-07-23,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_468,Never majority cell.,47.82,Utilities,2021-07-24,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_469,People tend weight machine.,1102.12,Utilities,2021-07-28,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_470,White measure manager range.,231.26,Shopping,2021-07-29,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_471,Major bar air set.,252.48,Transport,2021-08-02,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_472,Ever mrs.,134.99,Other,2021-08-06,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_473,Not significant manager member.,1197.51,Other,2021-08-07,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_475,State among rest national wrong.,1233.47,Food,2021-08-08,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_476,Fear yourself last.,382.75,Shopping,2021-08-09,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_477,Keep yes.,144.68,Other,2021-08-11,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_478,Specific onto go.,787.0,Food,2021-08-13,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_479,Pattern size spend.,1962.27,Shopping,2021-08-13,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_480,Go exactly much food region.,720.62,Food,2021-08-15,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_482,Yeah term.,275.49,Other,2021-08-18,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_483,Economic represent stock.,1628.88,Other,2021-08-20,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_485,Idea seek.,135.57,Utilities,2021-08-21,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_486,Wear force able similar.,83.6,Other,2021-08-22,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_487,Play recently sure somebody.,1772.72,Entertainment,2021-08-23,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_488,Why station manager.,1035.61,Transport,2021-08-24,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_489,Front official not.,514.09,Other,2021-08-25,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_490,Thus several animal phone.,579.36,Entertainment,2021-08-27,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_491,Buy tax.,1732.94,Food,2021-08-29,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_492,A when dark read.,1600.69,Utilities,2021-09-05,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_493,City usually ever.,1489.18,Shopping,2021-09-06,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_494,Bar professor power.,684.68,Shopping,2021-09-09,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_496,Ability live.,1604.28,Transport,2021-09-09,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_497,Difficult quite act receive stage.,866.91,Utilities,2021-09-10,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_498,Local director become.,1095.49,Utilities,2021-09-11,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_499,Finish thing.,662.56,Utilities,2021-09-11,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_500,Similar send card year.,1209.22,Other,2021-09-11,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_501,Most across.,709.58,Other,2021-09-11,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_503,Beautiful beyond sell.,159.33,Food,2021-09-16,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_504,White fire cause everybody.,1031.04,Other,2021-09-16,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_505,Network outside parent.,1906.05,Utilities,2021-09-17,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_508,History drop point audience.,1214.14,Food,2021-09-19,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_509,Value car team nothing.,750.31,Other,2021-09-19,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_510,Raise several west side admit.,1063.63,Utilities,2021-09-19,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_511,Energy always.,506.73,Transport,2021-09-20,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_513,Policy mrs.,530.94,Utilities,2021-09-28,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_514,Base bad tv.,437.0,Other,2021-10-01,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_515,Force only shake power poor.,408.35,Other,2021-10-07,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_518,Budget remain reduce.,1339.0,Other,2021-10-13,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_519,Well mission situation result.,1783.75,Transport,2021-10-13,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_520,Camera sit environmental though.,1589.46,Utilities,2021-10-16,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_521,Southern evening ask republican.,1970.41,Utilities,2021-10-20,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_522,Baby lawyer growth matter note.,1582.84,Entertainment,2021-10-21,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_524,Scientist able teach.,1227.78,Utilities,2021-10-24,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_526,Need trial.,1056.13,Other,2021-10-27,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_527,Focus indicate result.,259.4,Utilities,2021-10-27,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_528,Number budget.,905.45,Utilities,2021-10-30,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_529,Development middle animal.,265.39,Other,2021-11-03,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_530,Theory tend.,1537.89,Utilities,2021-11-04,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_532,Drug happy will young simply.,337.67,Transport,2021-11-05,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_533,Character usually agency.,698.59,Entertainment,2021-11-06,Original Category: Entertainment,,1.0,0,kaggle_dataset
kaggle_534,Player really act friend.,1693.41,Transport,2021-11-07,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_535,Billion morning draw.,259.09,Transport,2021-11-10,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_536,Win central.,1010.12,Utilities,2021-11-15,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_538,Red head window be.,1686.63,Other,2021-11-17,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_539,Card star avoid nothing.,171.63,Food,2021-11-18,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_540,Door end fire.,1305.75,Transport,2021-11-18,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_541,Fish evening avoid dark.,1240.04,Shopping,2021-11-19,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_543,Image movie who debate.,601.89,Shopping,2021-11-21,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_545,Structure foreign before.,934.24,Other,2021-11-23,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_546,How any federal star.,632.04,Utilities,2021-11-26,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_547,Weight take.,1950.99,Other,2021-11-27,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_549,Cup hundred rather.,491.06,Other,2021-12-01,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_552,Walk anything.,504.06,Shopping,2021-12-03,Original Category: Shopping,,1.0,0,kaggle_dataset
kaggle_553,Start house ahead raise.,1628.82,Utilities,2021-12-08,Original Category: Utilities,,1.0,0,kaggle_dataset
kaggle_554,Democrat cost evidence third.,387.77,Other,2021-12-09,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_556,Evidence case.,56.12,Other,2021-12-11,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_557,Eat yes myself affect him.,1933.71,Other,2021-12-12,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_558,Name machine tree maybe.,106.83,Other,2021-12-13,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_559,Conference five despite.,578.64,Other,2021-12-13,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_562,Offer work home.,100.03,Other,2021-12-16,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_564,Agreement red way nor none.,778.83,Utilities,2021-12-20,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_565,My compare also argue.,1652.37,Transport,2021-12-20,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_566,Money a.,266.04,Utilities,2021-12-23,Original Category: Rent,,1.0,0,kaggle_dataset
kaggle_568,Against only.,1512.38,Other,2021-12-26,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_571,Wish run join.,1043.47,Other,2022-01-01,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_573,Program sport her.,333.38,Other,2022-01-03,Original Category: Health & Fitness,,1.0,0,kaggle_dataset
kaggle_574,Concern ability reduce.,1191.51,Transport,2022-01-03,Original Category: Travel,,1.0,0,kaggle_dataset
kaggle_575,Surface side nothing consider.,1420.39,Other,2022-01-04,Original Category: Salary,,1.0,0,kaggle_dataset
kaggle_576,Determine not view cell seat.,743.03,Food,2022-01-05,Original Category: Food & Drink,,1.0,0,kaggle_dataset
kaggle_577,Word collection those become.,1171.57,Shopping,2022-01-06,Original Category: Shopping,,1.0,0,kaggle_dataset
